,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,month_sold,house_age
1228,439950.0,4,2.5,2380,12067,2.0,0,0,3,2380,0,2002,0,313 Mt Baker Pl NE,Renton,WA 98059,5,12
1230,306000.0,2,1.0,780,13500,1.0,0,0,4,780,0,1946,1989,15210 Mink Rd NE,Woodinville,WA 98077,5,68
1232,399500.0,3,1.75,2420,12676,2.0,0,0,3,2420,0,1911,1986,227 W Park St,North Bend,WA 98045,5,103
1233,478000.0,3,1.0,1280,2580,1.5,0,0,3,1280,0,1910,2014,6008 8th Ave NE,Seattle,WA 98115,5,104
1234,515000.0,2,1.0,1680,6500,1.0,0,0,4,1140,540,1941,1998,5906 44th Ave SW,Seattle,WA 98136,5,73
1235,550000.0,3,2.5,2510,5400,2.0,0,0,3,2510,0,1992,0,919 N 33rd St,Renton,WA 98056,5,22
1236,149000.0,3,1.0,1700,8645,1.0,0,0,3,1700,0,1955,2005,12701 2nd Ave SW,Seattle,WA 98146,5,59
1237,526000.0,3,1.75,1680,3420,1.0,0,0,3,960,720,1992,0,7717 35th Ave NE,Seattle,WA 98115,5,22
1240,625000.0,3,2.5,2600,10092,1.0,0,0,3,2600,0,1984,0,22922 NE 14th St,Sammamish,WA 98074,5,30
1242,377691.0,5,1.75,2120,8399,1.0,0,0,4,1320,800,1942,1982,18318 Meridian Ave N,Shoreline,WA 98133,5,72
1243,648475.0,4,2.75,2250,5700,1.0,0,0,3,1200,1050,1951,1994,2436 Dexter Ave N,Seattle,WA 98109,5,63
1244,383000.0,3,1.0,1800,5612,1.0,0,0,4,1200,600,1942,1982,8639 36th Ave SW,Seattle,WA 98126,5,72
1245,535000.0,3,2.5,2210,7620,2.0,0,0,3,2210,0,1994,0,10526 157th Ave NE,Redmond,WA 98052,5,20
1246,449950.0,3,2.0,1560,4080,2.0,0,0,3,1560,0,1923,1982,828 NE 83rd St,Seattle,WA 98115,5,91
1249,599000.0,3,2.75,1960,2500,1.5,0,0,5,1410,550,1926,0,427 N 63rd St,Seattle,WA 98103,5,88
1250,416000.0,3,1.5,1110,9762,1.0,0,0,4,1110,0,1963,0,14222 NE 80th Pl,Redmond,WA 98052,5,51
1251,595000.0,2,1.5,1030,4500,1.0,0,0,3,830,200,1924,2011,2726 Mayfair Ave N,Seattle,WA 98109,5,90
1252,200000.0,4,1.0,1350,11507,1.0,0,0,3,1350,0,1966,1963,19516-19598 108th Ave SE,Renton,WA 98055,5,48
1253,402000.0,3,2.0,1540,1827,2.0,0,0,3,1540,0,2005,0,2460 NE Park Dr,Issaquah,WA 98029,5,9
1254,433000.0,4,1.75,1830,9600,1.0,0,0,4,1010,820,1966,0,16130 SE Newport Way,Bellevue,WA 98006,5,48
1255,275000.0,4,1.5,1930,15531,2.0,0,0,3,1930,0,1979,2014,28616 28th Pl S,Federal Way,WA 98003,5,35
1256,410000.0,3,2.0,1650,9641,1.5,0,0,3,1650,0,1983,2009,12721 83rd Ct NE,Kirkland,WA 98034,5,31
1257,554820.0,4,2.0,3510,12905,1.0,0,2,3,2210,1300,1965,1982,1962 SW 172nd St,Burien,WA 98166,5,49
1259,735000.0,3,2.5,2390,9157,2.0,0,0,3,2390,0,1984,0,14500-14526 NE 61st St,Redmond,WA 98052,5,30
1260,607000.0,3,1.0,1230,8114,1.0,0,0,4,1230,0,1951,1999,3126 108th Ave SE,Bellevue,WA 98004,5,63
1262,258000.0,3,1.75,1620,7540,1.0,0,0,3,1310,310,1988,2000,21659 SE 266th St,Maple Valley,WA 98038,5,26
1263,661254.0,4,4.0,2290,6250,1.5,0,0,5,1690,600,1940,0,2319 41st Ave SW,Seattle,WA 98116,5,74
1266,132500.0,3,1.0,1080,10500,1.0,0,0,3,1080,0,1967,2011,4411 S 314th St,Auburn,WA 98001,5,47
1267,467100.0,3,1.75,1620,8645,1.0,0,0,3,1190,430,1973,2013,6605-6609 141st Pl NE,Redmond,WA 98052,5,41
1269,641000.0,3,1.75,1620,3975,1.0,0,0,5,940,680,1926,0,6729 Dibble Ave NW,Seattle,WA 98117,5,88
1270,350000.0,3,1.0,1010,11244,1.0,0,0,4,1010,0,1947,1988,16220 8th Ave NE,Shoreline,WA 98155,5,67
1271,335000.0,4,2.5,1750,8476,1.0,0,0,4,1240,510,1983,0,15216 SE 176th Pl,Renton,WA 98058,5,31
1273,440000.0,4,2.5,2560,10400,1.0,0,0,4,1280,1280,1965,0,749 Mountain View Pl SW,Issaquah,WA 98027,5,49
1274,464600.0,3,1.75,1120,5500,1.5,0,0,4,1120,0,1925,1968,6617 Beveridge Pl SW,Seattle,WA 98136,5,89
1276,300000.0,2,1.0,1340,7788,1.0,0,2,3,1340,0,1947,2012,7111 S Ryan St,Seattle,WA 98178,5,67
1277,670500.0,4,2.0,1590,6750,1.0,0,0,3,1590,0,1951,1994,2333 12th Ave E,Seattle,WA 98102,5,63
1278,552000.0,3,1.0,1430,5000,1.0,0,0,4,1080,350,1919,1985,6008 29th Ave NE,Seattle,WA 98115,5,95
1279,244000.0,4,1.0,1450,8960,1.0,0,0,3,1450,0,1943,2002,1011 SW 118th St,Seattle,WA 98146,5,71
1281,445000.0,3,2.0,1630,8702,1.0,0,0,3,1630,0,1987,2000,1905 NE 29th Ct,Renton,WA 98056,5,27
1282,530000.0,4,1.75,1814,5000,1.0,0,0,4,944,870,1951,1999,7532 44th Ave NE,Seattle,WA 98115,5,63
1283,90000.0,2,1.0,580,7500,1.0,0,0,3,580,0,1943,2002,6621 S 131st Pl,Seattle,WA 98178,5,71
1284,585000.0,3,2.0,1670,4572,1.5,0,0,3,1670,0,1931,0,7705 13th Ave NW,Seattle,WA 98117,5,83
1285,498000.0,2,2.0,1140,8282,1.0,0,0,3,1140,0,1924,2009,2086 Market St,Kirkland,WA 98033,5,90
1286,379000.0,2,1.0,800,6380,1.0,0,2,3,800,0,1940,1996,1709 NE 86th St,Seattle,WA 98115,5,74
1287,462000.0,3,1.75,1300,2580,1.0,0,0,5,820,480,1919,1934,825 NE 63rd St,Seattle,WA 98115,5,95
1288,388000.0,4,2.5,2440,7155,2.0,0,0,3,2440,0,1993,0,16032 SE 170th Pl,Renton,WA 98058,5,21
1289,255000.0,3,2.0,1490,8371,1.5,0,0,3,1490,0,1984,0,11405 SE 229th St,Kent,WA 98031,5,30
1290,665000.0,3,2.75,1800,9550,1.0,0,0,4,1320,480,1966,0,12115 SE 44th Pl,Bellevue,WA 98006,5,48
1291,550000.0,3,2.0,1830,9152,1.0,0,0,5,1830,0,1959,0,11815 SE 56th St,Bellevue,WA 98006,5,55
1292,606000.0,3,1.0,1500,3920,1.0,0,0,3,1000,500,1947,2012,128 NW 59th St,Seattle,WA 98107,5,67
1293,334000.0,4,2.5,2210,6080,1.0,0,2,4,1410,800,1965,0,12413 84th Ave S,Seattle,WA 98178,5,49
1294,360000.0,3,2.0,1270,1323,3.0,0,0,3,1270,0,2006,0,8830 Midvale Ave N,Seattle,WA 98103,5,8
1295,235000.0,2,1.0,1140,1730,1.5,0,0,3,1010,130,2007,0,3002 SW Cycle Ct,Seattle,WA 98126,5,7
1296,580000.0,3,2.5,1620,1173,3.0,0,4,3,1470,150,2008,0,5410 Greenwood Ave N,Seattle,WA 98103,5,6
1297,355000.0,3,2.0,1220,1186,3.0,0,0,3,1220,0,2007,0,9245a Interlake Ave N,Seattle,WA 98103,5,7
1298,375000.0,2,2.5,750,1430,2.0,0,0,3,750,0,2006,0,1700 E Columbia St,Seattle,WA 98122,5,8
1299,372000.0,4,1.75,1960,9300,1.0,0,0,5,1340,620,1979,0,16803 426th Pl SE,North Bend,WA 98045,5,35
1300,479000.0,3,1.0,1370,3000,1.5,0,0,3,1370,0,1924,2011,611 N 46th St,Seattle,WA 98103,5,90
1303,501000.0,2,1.0,1010,4320,1.0,0,0,5,1010,0,1924,1956,7550 Roosevelt Way NE,Seattle,WA 98115,5,90
1304,245000.0,3,1.75,1260,6908,1.0,0,0,3,1260,0,1994,0,23221 SE 242nd St,Maple Valley,WA 98038,5,20
1305,496700.0,3,2.5,1740,5782,2.0,0,0,4,1740,0,1989,0,3512 253rd Ct SE,Issaquah,WA 98029,5,25
1306,347000.0,4,1.5,2670,10026,2.0,0,0,3,2670,0,1996,0,1121 48th Ct SE,Auburn,WA 98092,5,18
1307,199000.0,2,1.0,720,7200,1.0,0,0,5,720,0,1943,0,3113 SE 6th St,Renton,WA 98058,5,71
1308,440500.0,3,2.5,2460,4399,2.0,0,0,3,2460,0,2007,0,34214 SE Carmichael St,Snoqualmie,WA 98065,5,7
1310,325000.0,4,3.5,2630,3435,1.5,0,3,3,1640,990,1984,0,18641 48th Pl S,SeaTac,WA 98188,5,30
1311,195000.0,3,1.75,1570,8459,1.0,0,0,3,1570,0,1991,0,1168 Semanski St,Enumclaw,WA 98022,5,23
1313,295000.0,3,2.5,1560,4200,2.0,0,0,3,1560,0,2003,0,23620 SE 243rd Pl,Maple Valley,WA 98038,5,11
1314,355300.0,3,2.5,1620,7410,1.0,0,0,5,1620,0,1955,0,19584-19766 Meridian Ave N,Shoreline,WA 98133,5,59
1315,276000.0,3,1.0,1140,5000,1.0,0,0,3,1140,0,1960,2012,5403 23rd Ave SW,Seattle,WA 98106,5,54
1318,370000.0,3,2.5,1780,4050,2.0,0,0,3,1780,0,2001,0,1743 NE 146th St,Shoreline,WA 98155,5,13
1319,346000.0,4,2.5,2100,3916,2.0,0,0,3,2100,0,2009,0,11674 SE 189th Pl,Renton,WA 98058,5,5
1320,172500.0,3,1.0,1140,8800,1.0,0,0,3,1140,0,1972,2002,4804 S 378th St,Auburn,WA 98001,5,42
1321,379950.0,3,1.5,1690,9144,1.0,0,0,4,1140,550,1956,0,6601 NE 153rd Pl,Kenmore,WA 98028,5,58
1322,468000.0,2,1.0,1160,6000,1.0,0,0,4,860,300,1942,1982,3169 NE 85th St,Seattle,WA 98115,5,72
1323,477000.0,4,2.75,1720,6270,2.0,0,0,3,1720,0,1978,0,5149 S Graham St,Seattle,WA 98118,5,36
1324,529000.0,3,1.0,1210,3328,1.5,0,0,4,1210,0,1924,0,6015 5th Ave NW,Seattle,WA 98107,5,90
1325,312000.0,3,1.5,1255,1374,3.0,0,0,3,1255,0,2004,2003,11716 16th Ave NE,Seattle,WA 98125,5,10
1326,326100.0,2,1.0,880,7683,1.0,0,0,3,880,0,1942,1999,11709 3rd Ave NW,Seattle,WA 98177,5,72
1327,360000.0,3,1.0,1050,9206,1.5,0,0,3,1050,0,1954,2005,10710 Lake City Way NE,Seattle,WA 98125,5,60
1328,438000.0,3,1.75,1650,12940,1.0,0,0,4,1650,0,1961,2001,18504 57th Ave NE,Kenmore,WA 98028,5,53
1329,360000.0,3,1.0,1570,9467,1.0,0,0,3,1570,0,1954,2005,19141 1st Ave NW,Shoreline,WA 98177,5,60
1331,688000.0,4,3.0,3000,4000,1.5,0,3,3,1970,1030,1913,2014,3220 19th Ave S,Seattle,WA 98144,5,101
1332,585000.0,3,1.75,1850,7735,1.0,0,0,4,1850,0,1983,0,4640 193rd Ave SE,Issaquah,WA 98027,5,31
1333,265000.0,3,2.5,1440,7741,1.0,0,0,4,1000,440,1983,0,11009 SE 220th Pl,Kent,WA 98031,5,31
1334,375000.0,3,1.75,1440,8775,1.0,0,0,3,1440,0,1973,2013,13607 128th Ave NE,Kirkland,WA 98034,5,41
1335,326500.0,3,1.0,1810,12375,2.0,0,0,3,1810,0,1970,2014,15717 126th Pl NE,Woodinville,WA 98072,5,44
1336,160000.0,2,1.0,1180,9350,1.0,0,0,3,1180,0,1918,0,12662 60th Ave S,Seattle,WA 98178,5,96
1338,735000.0,5,2.75,3390,5211,2.0,0,0,3,3390,0,2004,2003,Trossachs Blvd SE,Sammamish,WA 98075,5,10
1339,400000.0,2,1.0,1470,6120,1.0,0,0,2,1470,0,1940,0,3825 NE 87th St,Seattle,WA 98115,5,74
1340,800000.0,4,2.5,2680,7200,1.0,0,0,3,1380,1300,1952,2013,11540 NE 91st St,Kirkland,WA 98033,5,62
1341,949880.0,4,2.25,2290,10687,2.0,0,0,3,2290,0,1978,0,10413 SE 25th St,Bellevue,WA 98004,5,36
1342,405000.0,3,1.75,1980,8100,1.0,0,0,4,1310,670,1949,1985,2317 N 147th St,Shoreline,WA 98133,5,65
1343,399000.0,4,2.5,2870,9292,2.0,0,0,3,2540,330,1979,2014,16727 163rd Pl SE,Renton,WA 98058,5,35
1344,730001.0,3,2.0,1840,4750,1.0,0,0,5,1010,830,1951,0,7741 29th Ave NW,Seattle,WA 98117,5,63
1346,260000.0,3,2.0,1630,8018,1.0,0,0,3,1630,0,2003,0,311 Dereks Pl,Pacific,WA 98047,5,11
1347,751750.0,2,2.0,1880,5400,1.5,0,0,3,1880,0,1902,0,516 16th Ave E,Seattle,WA 98112,5,112
1348,325000.0,3,1.75,1780,13095,1.0,0,0,4,1780,0,1983,0,26222 142nd Ave SE,Kent,WA 98042,5,31
1349,344950.0,4,2.0,2330,6250,1.0,0,0,4,1400,930,1941,1998,440 Scenic Way,Kent,WA 98030,5,73
1350,457500.0,3,1.75,1840,4030,1.0,0,0,5,1050,790,1925,0,1626 S Bennett St,Seattle,WA 98108,5,89
1351,389000.0,5,2.0,2330,10750,1.0,0,0,4,1190,1140,1962,0,14323 73rd Ave NE,Kenmore,WA 98028,5,52
1352,515000.0,4,2.5,3200,6473,2.0,0,0,3,3200,0,2005,0,5201 NE 11th Ct,Renton,WA 98059,5,9
1353,732000.0,3,2.5,2330,1987,2.0,0,4,3,1410,920,2004,2003,6123 37th Ave NW,Seattle,WA 98107,5,10
1354,415000.0,3,2.25,1950,8868,1.0,0,0,3,1350,600,1964,2000,1531 NE 172nd St,Shoreline,WA 98155,5,50
1356,535000.0,2,1.0,1040,5527,1.0,0,0,3,1040,0,1951,1994,6559 42nd Ave NE,Seattle,WA 98115,5,63
1357,540000.0,4,4.25,1960,3565,2.0,0,0,3,1960,0,1940,2003,2113 41st Ave SW,Seattle,WA 98116,5,74
1358,525000.0,5,3.0,2750,3800,1.5,0,0,5,1750,1000,1926,0,7550 14th Avenue Northeast,Seattle,WA 98115,5,88
1361,283200.0,4,2.5,1982,6406,2.0,0,0,3,1982,0,2004,2003,26526 111th Pl SE,Kent,WA 98030,5,10
1362,1100000.0,3,2.75,2640,4050,1.5,0,0,5,1750,890,1926,0,1532 McGilvra Blvd E,Seattle,WA 98112,5,88
1364,495000.0,4,2.25,1940,9144,1.0,0,0,4,1430,510,1956,0,1805 154th Ave SE,Bellevue,WA 98007,5,58
1365,292050.0,5,3.0,2840,7199,1.0,0,0,3,1710,1130,2003,0,10719 47th Ave S,Tukwila,WA 98178,5,11
1366,415000.0,5,1.5,1900,10226,1.0,0,0,3,1130,770,1961,2004,8605 NE 137th St,Kirkland,WA 98034,5,53
1367,295832.0,5,1.0,1410,6400,1.0,0,0,5,960,450,1955,0,20208 1st Pl S,Des Moines,WA 98198,5,59
1368,450000.0,4,2.5,2520,8515,2.0,0,0,3,2520,0,1999,0,28312 NE 138th Pl,Duvall,WA 98019,5,15
1371,499950.0,3,3.5,1820,1501,2.0,0,0,3,1430,390,2014,0,729 Martin Luther King Jr Way S,Seattle,WA 98144,5,0
1372,465000.0,3,2.0,1560,8640,1.0,0,0,5,1560,0,1967,0,14216-14228 117th Ave NE,Kirkland,WA 98034,5,47
1373,329000.0,3,1.0,1600,5952,1.0,0,0,4,1150,450,1964,0,8127 22nd Ave SW,Seattle,WA 98106,5,50
1374,475000.0,3,2.0,1230,11502,1.0,0,0,4,1230,0,1984,0,15918 NE 113th Ct,Redmond,WA 98052,5,30
1375,255000.0,3,1.0,960,8100,1.0,0,0,3,960,0,1955,2005,20234 20th Ave NE,Shoreline,WA 98155,5,59
1376,435000.0,3,1.0,1270,4000,1.5,0,2,3,1270,0,1928,1954,3824 35th Ave SW,Seattle,WA 98126,5,86
1377,685000.0,3,2.5,2810,7700,2.0,0,0,3,2810,0,2001,0,6231 Lake Washington Blvd SE,Bellevue,WA 98006,5,13
1378,715000.0,2,2.5,2160,5581,1.0,0,0,3,2160,0,2002,0,23744 NE 116th Pl,Redmond,WA 98053,5,12
1379,780000.0,3,3.0,2520,2152,1.5,0,0,3,1560,960,1925,2006,1906 11th Ave W,Seattle,WA 98119,5,89
1380,345000.0,2,1.5,1180,844,2.0,0,0,3,990,190,2005,0,323 25th Ave S,Seattle,WA 98144,5,9
1381,355000.0,4,2.25,1810,4970,2.0,0,0,3,1810,0,2003,0,1035 Duvall Pl NE,Renton,WA 98059,5,11
1382,282000.0,3,2.5,1680,15711,1.0,0,0,3,1240,440,1994,0,20020 127th Pl SE,Kent,WA 98031,5,20
1383,244000.0,3,1.0,910,5250,1.0,0,0,4,910,0,1971,0,1256 SW 146th St,Burien,WA 98166,5,43
1384,967500.0,3,3.75,3250,5797,2.0,0,2,4,2370,880,1951,1999,3041 37th Ave W,Seattle,WA 98199,5,63
1385,375000.0,3,1.5,2000,7294,1.0,0,0,3,1520,480,1965,1993,5230 S Rose St,Seattle,WA 98118,5,49
1388,994000.0,3,2.25,2510,6339,1.5,0,2,5,1810,700,1932,2002,3227 Whalley Pl W,Seattle,WA 98199,5,82
1389,313000.0,3,1.75,1320,6205,1.0,0,0,5,1320,0,1948,1985,15345 Stone Ave N,Shoreline,WA 98133,5,66
1391,304000.0,3,1.0,900,7500,1.0,0,0,4,900,0,1972,0,7725 NE 143rd St,Kirkland,WA 98034,5,42
1392,675000.0,3,2.5,2540,7680,2.0,0,1,4,2540,0,1940,2001,12037 6th Ave NW,Seattle,WA 98177,5,74
1393,305000.0,4,1.0,2100,9288,1.0,0,0,4,1050,1050,1968,0,16423 126th Pl SE,Renton,WA 98058,5,46
1394,280000.0,3,1.0,1200,6250,1.0,0,0,3,920,280,1943,2002,10424 2nd Ave S,Seattle,WA 98168,5,71
1396,500000.0,3,2.25,1760,4539,2.0,0,0,3,1760,0,1988,2000,3728 246th Ave SE,Issaquah,WA 98029,5,26
1397,274950.0,3,1.75,1670,7415,1.0,0,0,3,1320,350,1987,2000,16828 SE 251 St,Covington,WA 98042,5,27
1398,455600.0,3,2.5,2420,8252,2.0,0,0,3,2420,0,1998,2006,7000 Autumn Ave SE,Snoqualmie,WA 98065,5,16
1400,312900.0,4,2.5,1630,4473,2.0,0,0,3,1630,0,2003,0,24506 SE 276th Ct,Maple Valley,WA 98038,5,11
1401,535000.0,4,2.5,2340,5600,2.0,0,0,3,2340,0,1921,2013,10207 37th Ave SW,Seattle,WA 98146,5,93
1402,427000.0,2,1.0,920,3780,1.0,0,0,3,920,0,1910,2006,807 N 42nd St,Seattle,WA 98103,5,104
1403,405000.0,2,1.0,910,6490,1.0,0,0,3,910,0,1942,1999,8221 21st Ave NE,Seattle,WA 98115,5,72
1404,480000.0,3,1.0,1150,4945,1.0,0,2,3,1150,0,1943,2002,4103 37th Ave SW,Seattle,WA 98126,5,71
1405,725000.0,3,1.5,2500,4774,1.5,0,2,3,1450,1050,1940,1996,4111 1st Ave NW,Seattle,WA 98107,5,74
1407,268000.0,4,2.0,1930,6600,1.0,0,0,4,1030,900,1967,0,13436 Occidental Ave S,Burien,WA 98168,5,47
1409,488000.0,3,2.5,1590,2550,3.0,0,0,3,1590,0,1985,0,6601-6699 28th Ave NW,Seattle,WA 98117,5,29
1410,760000.0,4,2.5,3330,7399,2.0,0,0,3,3330,0,2009,0,14009 NE 85th Ct,Redmond,WA 98052,5,5
1412,754950.0,3,2.5,2610,7256,2.0,0,0,3,2610,0,2014,0,12108 NE 106th Pl,Kirkland,WA 98033,5,0
1413,263900.0,3,2.5,1658,2700,2.0,0,0,3,1658,0,2014,0,2150 S 262nd Ct,Des Moines,WA 98198,5,0
1414,460000.0,3,3.5,1600,1431,2.0,0,0,3,1240,360,2006,0,7906 6th Ave NW,Seattle,WA 98117,5,8
1415,399950.0,3,3.0,1296,1051,3.0,0,0,3,1296,0,2009,0,12303 Sand Point Way NE,Seattle,WA 98125,5,5
1416,370000.0,2,2.25,1280,835,2.0,0,0,3,1080,200,2009,0,3825 S Angeline St,Seattle,WA 98118,5,5
1418,450800.0,4,3.25,2510,5311,2.0,0,0,3,2510,0,2009,0,3617 NE 12th St,Renton,WA 98056,5,5
1419,627000.0,3,3.5,2710,3475,2.0,0,0,3,1650,1060,2005,0,Shangri-La Way NW,Issaquah,WA 98027,5,9
1420,495000.0,3,2.5,1750,1548,3.0,0,0,3,1750,0,2013,1923,3933 S Brandon St,Seattle,WA 98118,5,1
1423,215000.0,2,1.0,1320,8865,1.0,0,0,4,1320,0,1943,0,2496-2598 S 121st St,Burien,WA 98168,5,71
1426,267000.0,3,2.5,2495,4400,2.0,0,0,3,2495,0,2007,0,35039 41st Pl S,Federal Way,WA 98001,5,7
1428,365000.0,3,1.5,1300,12240,1.0,0,0,3,1300,0,1963,2008,7343 NE 150th St,Kenmore,WA 98028,5,51
1429,544500.0,4,2.5,2230,10414,1.0,0,0,5,1450,780,1974,0,3022 254th Ave SE,Issaquah,WA 98075,5,40
1430,599000.0,4,2.75,2020,2750,1.0,0,0,3,1010,1010,1917,2014,3212 E Terrace St,Seattle,WA 98122,5,97
1431,815000.0,4,2.25,2000,3800,2.0,0,0,3,2000,0,2001,0,7708 16th Ave NE,Seattle,WA 98115,5,13
1432,254000.0,2,1.0,1060,8187,1.0,0,0,4,1060,0,1952,0,16708 N Park Ave N,Shoreline,WA 98133,5,62
1433,740000.0,2,1.75,2080,4800,1.0,0,0,5,1080,1000,1923,0,333 NW 84th St,Seattle,WA 98117,5,91
1435,925000.0,3,2.5,2690,7000,2.0,0,0,5,1840,850,1943,0,6825 48th Ave NE,Seattle,WA 98115,5,71
1437,537000.0,3,2.5,1550,12920,2.0,0,0,5,1550,0,1999,0,11004 NE 108th St,Kirkland,WA 98033,5,15
1438,335000.0,4,2.0,1480,3132,1.0,0,0,5,740,740,1910,0,5840 16th Ave S,Seattle,WA 98108,5,104
1439,840000.0,4,2.75,3040,2800,2.0,0,0,3,2100,940,1906,2014,318 E Mercer St,Seattle,WA 98102,5,108
1440,224000.0,3,1.5,1560,7300,1.0,0,0,4,1040,520,1964,0,4205 S 288th Pl,Auburn,WA 98001,5,50
1441,395000.0,3,2.5,2250,3757,2.0,0,0,3,2250,0,2006,0,6730 SE 5th St,Renton,WA 98059,5,8
1442,450000.0,3,1.0,1100,4600,1.0,0,0,3,1100,0,1917,2009,3920 42nd Ave SW,Seattle,WA 98116,5,97
1443,681000.0,3,1.0,1700,6356,1.5,0,0,3,1700,0,1907,1983,4001 42nd Ave S,Seattle,WA 98118,5,107
1445,370000.0,3,1.0,800,2296,1.0,0,0,4,800,0,1908,0,125 N Bowdoin Pl,Seattle,WA 98103,5,106
1446,429000.0,2,1.75,1350,6315,1.0,0,0,3,1350,0,2005,0,23039 NE 130th St,Redmond,WA 98053,5,9
1447,150000.0,3,1.0,820,7680,1.5,0,0,3,820,0,1910,2006,8408 20th Ave SW,Seattle,WA 98106,5,104
1448,555000.0,3,2.5,3160,4270,2.0,0,0,3,2650,510,2006,0,11131 NE 162nd St,Bothell,WA 98011,5,8
1450,225000.0,3,2.5,1680,6755,2.0,0,0,3,1680,0,1994,0,30410 128th Pl SE,Auburn,WA 98092,5,20
1451,245100.0,3,1.75,1300,7958,1.0,0,0,3,1300,0,1996,0,11022 SE 319th Ct,Auburn,WA 98092,5,18
1452,665000.0,3,2.5,2190,10370,2.0,0,0,3,2190,0,1987,2000,1345 232nd Pl NE,Sammamish,WA 98074,5,27
1453,535000.0,3,2.5,1720,4006,2.0,0,0,3,1720,0,1994,0,4228 249th Ct SE,Issaquah,WA 98029,5,20
1454,305000.0,3,1.0,1160,11776,1.0,0,0,3,1160,0,1968,1997,15803 197th Pl NE,Woodinville,WA 98077,5,46
1456,215000.0,3,1.75,1210,8075,1.0,0,0,4,1210,0,1983,0,127 Chicago Blvd S,Pacific,WA 98047,5,31
1457,432500.0,3,1.75,1980,5100,1.0,0,0,3,1270,710,1965,1993,8516 Linden Ave N,Seattle,WA 98103,5,49
1458,655000.0,4,2.5,2990,5669,2.0,0,0,3,2990,0,2003,0,225 246th Ct NE,Sammamish,WA 98074,5,11
1459,266200.0,3,1.5,1430,9600,1.0,0,0,4,1430,0,1966,0,14217 SE 144th St,Renton,WA 98059,5,48
1460,244615.0,3,2.5,2060,4030,2.0,0,0,3,2060,0,1999,0,921 4th Ave N,Kent,WA 98032,5,15
1465,189000.0,2,2.0,1700,3171,1.0,0,0,5,850,850,1927,0,508 D St SE,Auburn,WA 98002,5,87
1466,820000.0,3,2.5,2510,5503,2.0,0,2,3,2510,0,1995,0,6736 40th Ave SW,Seattle,WA 98136,5,19
1469,438750.0,3,1.75,1610,6480,1.0,0,0,4,1610,0,1947,1988,2003 NE 117th St,Seattle,WA 98125,5,67
1472,589000.0,3,1.0,1110,6000,1.5,0,0,5,1110,0,1932,2002,3228 36th Ave W,Seattle,WA 98199,5,82
1473,590000.0,3,2.0,1650,6150,2.0,0,0,4,1650,0,1926,1993,3627 48th Ave SW,Seattle,WA 98116,5,88
1474,479900.0,3,2.0,1980,12150,1.0,0,0,3,1980,0,1994,0,26272 142nd Ave SE,Kent,WA 98042,5,20
1475,210000.0,2,1.5,880,1157,2.0,0,0,3,880,0,2007,0,9413 34th Ave SW,Seattle,WA 98126,5,7
1476,745000.0,3,1.75,1490,9800,1.0,0,0,4,1140,350,1947,1988,10637 SE 29th St,Beaux Arts Village,WA 98004,5,67
1477,840500.0,3,2.0,2520,5400,1.5,0,0,4,1410,1110,1906,1990,1917 3rd Ave W,Seattle,WA 98119,5,108
1481,681716.0,4,2.5,3150,7277,2.0,0,0,3,3150,0,2006,0,1224 N 27th Pl,Renton,WA 98056,5,8
1482,600000.0,3,1.75,1580,7416,1.0,0,0,3,1150,430,1967,2011,12501 SE 4th Pl,Bellevue,WA 98005,5,47
1483,380000.0,3,2.0,1660,8281,1.0,0,0,3,1660,0,1949,1998,5021 Fauntleroy Way SW,Seattle,WA 98136,5,65
1484,168500.0,3,1.0,1100,10125,1.0,0,0,3,1100,0,1969,2010,17458 SE 262nd St,Covington,WA 98042,5,45
1485,355000.0,2,1.0,1270,3200,1.0,0,0,4,960,310,1920,0,4038 Linden Ave N,Seattle,WA 98103,5,94
1486,277000.0,4,1.0,1450,6250,1.0,0,0,3,990,460,1964,2000,10020 18th Ave SW,Seattle,WA 98146,5,50
1487,236000.0,4,2.25,1830,9485,1.0,0,0,4,1200,630,1989,0,4235 SW 337th Pl,Federal Way,WA 98023,5,25
1488,270000.0,3,1.75,1300,4127,1.0,0,0,4,650,650,1918,1953,1309 SW Webster St,Seattle,WA 98106,5,96
1489,700000.0,2,1.75,2320,5500,1.5,0,2,3,1720,600,1925,2000,1903 32nd Ave S,Seattle,WA 98144,5,89
1490,425000.0,4,2.75,1680,9545,1.0,0,0,4,1080,600,1979,0,7220 NE 152nd Pl,Kenmore,WA 98028,5,35
1491,635000.0,3,2.5,2300,5500,1.5,0,0,4,2000,300,1921,0,2739 31st Ave S,Seattle,WA 98144,5,93
1492,510250.0,3,1.75,1400,4000,1.0,0,0,3,870,530,1951,1994,8520 19th Ave NW,Seattle,WA 98117,5,63
1493,960000.0,4,2.25,2410,4560,2.0,0,2,5,1800,610,1929,0,7006 35th Ave NW,Seattle,WA 98117,5,85
1494,254000.0,3,2.0,1480,7480,1.0,0,0,4,1480,0,1992,0,21438 SE 277th St,Maple Valley,WA 98038,5,22
1495,299000.0,3,1.0,1390,9624,1.5,0,0,4,1390,0,1954,1979,2544 NE 203rd St,Shoreline,WA 98155,5,60
